mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.031798791885375974,0.018575892169219548,0.10276923179626465,0.025014352484639037,manhattan,3,distance,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'distance', 'pca__n_components': 44}",0.774375,0.770625,0.779375,0.78125,0.78,0.7771250000000001,0.004003904344511744,55
0.020513534545898438,0.007892816494114946,0.11543912887573242,0.021726425988995126,manhattan,3,distance,52,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'distance', 'pca__n_components': 52}",0.780625,0.774375,0.77875,0.778125,0.77375,0.7771250000000001,0.0026398390102428467,55
0.023272609710693358,0.006594622965311248,0.07431082725524903,0.02167283770964564,manhattan,1,distance,36,"{'model__metric': 'manhattan', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 36}",0.76375,0.780625,0.786875,0.771875,0.7825,0.7771250000000001,0.00827836034489921,55
0.020622920989990235,0.0009923008690044105,0.03825764656066895,0.03128142875174406,euclidean,6,distance,52,"{'model__metric': 'euclidean', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 52}",0.77875,0.77625,0.774375,0.781875,0.7725,0.77675,0.0032929849680798794,62
0.025686216354370118,0.017043294728351824,0.1251389980316162,0.02600751962789125,manhattan,8,distance,52,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance', 'pca__n_components': 52}",0.765,0.776875,0.786875,0.77125,0.7775,0.7755000000000001,0.0072607678657287955,63
0.020303916931152344,0.0020358805767222293,0.023531103134155275,0.0025079973495803235,euclidean,6,distance,60,"{'model__metric': 'euclidean', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 60}",0.76875,0.786875,0.770625,0.776875,0.773125,0.77525,0.006417748826496707,64
0.021966552734375,0.004677811783344875,0.02845926284790039,0.018184254067988743,euclidean,2,distance,40,"{'model__metric': 'euclidean', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 40}",0.770625,0.764375,0.785625,0.783125,0.771875,0.7751250000000001,0.008007808689023474,65
0.021564626693725587,0.0009053375324753896,0.021598672866821288,0.005468955313691362,euclidean,1,distance,40,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 40}",0.770625,0.764375,0.785625,0.783125,0.771875,0.7751250000000001,0.008007808689023474,65
0.020763444900512695,0.0010818566669530613,0.05951457023620606,0.02736025914011371,euclidean,1,uniform,40,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 40}",0.770625,0.764375,0.785625,0.783125,0.771875,0.7751250000000001,0.008007808689023474,65
0.03198814392089844,0.020511794413274657,0.07967066764831543,0.0025616286979906664,manhattan,3,uniform,48,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'uniform', 'pca__n_components': 48}",0.78,0.769375,0.778125,0.779375,0.766875,0.7747499999999998,0.0055000000000000075,68
