candidate_id,source,signature,clean__method,scale__method,pca__n_components,model__n_neighbors,model__metric,params_json,stage,cv_mean_accuracy,cv_std_accuracy,mean_removed_rows,total_fit_seconds,completed_folds
stage3_646,stage3_seed_2,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",tomek,standard,36,8,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",stage3_local_cv,0.759,0.007589054618330257,160.0,4.312,5
stage3_614,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",none,standard,36,3,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",stage3_local_cv,0.758875,0.005986965007414008,0.0,0.834,5
stage3_115,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",lof_0.03,standard,56,5,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.75875,0.005714564725331218,192.0,6.359,5
stage3_394,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",tomek,robust,48,8,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.758625,0.00711951543294908,160.0,4.711,5
stage3_514,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",lof_0.03,standard,32,8,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.758625,0.01208304597359459,192.0,3.5060000000000002,5
stage3_222,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",lof_0.05,standard,52,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.758625,0.00666614581298668,320.0,3.648,5
stage3_512,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",lof_0.03,standard,32,6,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.758375,0.011008519428152008,192.0,2.8969999999999994,5
stage3_555,stage3_seed_1,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",lof_0.05,standard,32,3,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.758375,0.007485402460789907,320.0,5.807,5
stage3_055,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",lof_0.03,robust,56,5,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.7582500000000001,0.008672874379350843,192.0,7.369999999999999,5
stage3_655,stage3_seed_3,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",lof_0.03,robust,60,5,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.75825,0.004799088455113126,192.0,7.06,5
stage3_162,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",lof_0.05,robust,52,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.7581249999999999,0.006287388169979662,320.0,3.3689999999999998,5
stage3_608,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",none,standard,32,6,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.75775,0.00794119008713429,0.0,0.796,5
stage3_634,stage3_seed_2,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""robust""}",tomek,robust,36,8,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""robust""}",stage3_local_cv,0.75775,0.007691310031457564,160.0,4.715,5
stage3_610,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",none,standard,32,8,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.7575000000000001,0.012524975049875348,0.0,0.784,5
stage3_584,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",none,robust,32,6,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",stage3_local_cv,0.7575,0.008310385069297316,0.0,1.386,5
stage3_483,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",lof_0.03,robust,32,3,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",stage3_local_cv,0.757375,0.007399324293474359,192.0,5.2059999999999995,5
stage3_235,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",lof_0.05,standard,56,5,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.757375,0.005159941860137575,320.0,6.993,5
stage3_355,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",none,standard,56,5,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.7572500000000001,0.0035925269657999877,0.0,4.909,5
stage3_294,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",none,robust,56,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.75725,0.0024558603380485542,0.0,1.9900000000000002,5
stage3_619,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",none,standard,36,5,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",stage3_local_cv,0.75725,0.006796138609534098,0.0,3.6849999999999996,5
stage3_174,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",lof_0.05,robust,56,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.75725,0.00534146515480539,320.0,3.916,5
stage3_439,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",tomek,standard,44,5,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",stage3_local_cv,0.757125,0.0065263887411033126,160.0,7.112,5
stage3_666,stage3_seed_3,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",lof_0.03,robust,64,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",stage3_local_cv,0.757125,0.005777110004145661,192.0,4.051,5
stage3_354,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",none,standard,56,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.757,0.0018285923547909852,0.0,0.99,5
stage3_490,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",lof_0.03,robust,32,8,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 8, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",stage3_local_cv,0.7569999999999999,0.011808365678619561,192.0,3.454,5
stage3_738,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",lof_0.05,standard,64,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",stage3_local_cv,0.7569999999999999,0.005706356105256651,320.0,3.7,5
stage3_054,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",lof_0.03,robust,56,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.756875,0.005332682251925404,192.0,3.496,5
stage3_307,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",none,standard,40,5,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.75675,0.007899762654662468,0.0,3.417,5
stage3_531,stage3_seed_1,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",lof_0.05,robust,32,3,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",stage3_local_cv,0.7566250000000001,0.005884301147969895,320.0,6.2509999999999994,5
stage3_330,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",none,standard,48,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.756625,0.0052231456039440564,0.0,0.9299999999999998,5
stage3_210,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",lof_0.05,standard,48,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.756625,0.005923997805536413,320.0,4.0600000000000005,5
stage3_559,stage3_seed_1,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",lof_0.05,standard,32,5,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.756625,0.004818583816849105,320.0,5.288,5
stage3_379,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",tomek,robust,44,5,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",stage3_local_cv,0.7565,0.00957372706943329,160.0,8.642999999999999,5
stage3_042,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",lof_0.03,robust,52,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.7565,0.005282636652278845,192.0,3.542,5
stage3_714,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",lof_0.05,robust,64,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",stage3_local_cv,0.7565,0.0057090936233346185,320.0,3.3770000000000007,5
stage3_690,stage3_seed_3,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",lof_0.03,standard,64,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",stage3_local_cv,0.756375,0.005440013786747265,192.0,3.2939999999999996,5
stage3_511,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",lof_0.03,standard,32,5,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.756375,0.004282960424752939,192.0,4.906,5
stage3_487,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",lof_0.03,robust,32,5,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",stage3_local_cv,0.756375,0.004633438248212689,192.0,5.696999999999999,5
stage3_702,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",lof_0.05,robust,60,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.756375,0.0049592086062193235,320.0,3.7300000000000004,5
stage3_415,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",tomek,robust,56,5,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.75625,0.0032834813841408966,160.0,9.2,5
stage3_403,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",tomek,robust,52,5,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.756125,0.007430931973850893,160.0,8.333,5
stage3_090,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",lof_0.03,standard,48,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.756125,0.004227883631321934,192.0,3.3059999999999996,5
stage3_150,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",lof_0.05,robust,48,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.756125,0.004766418991234432,320.0,4.054,5
stage3_234,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",lof_0.05,standard,56,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.756125,0.0054686607135568275,320.0,4.525,5
stage3_726,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",lof_0.05,standard,60,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",stage3_local_cv,0.756,0.006002603601771501,320.0,3.2569999999999997,5
stage3_102,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",lof_0.03,standard,52,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.7558750000000001,0.005147815070493491,192.0,3.3569999999999998,5
stage3_601,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",none,standard,32,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""standard""}",stage3_local_cv,0.755875,0.004194490433890636,0.0,3.735,5
stage3_774,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",none,standard,60,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",stage3_local_cv,0.75575,0.0030465144017384964,0.0,0.938,5
stage3_114,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",lof_0.03,standard,56,5,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.75575,0.005425633603552686,192.0,3.016,5
stage3_750,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",none,robust,60,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.755625,0.004609772228646464,0.0,2.049,5
stage3_463,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",tomek,standard,52,5,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.755625,0.007572565615430474,160.0,9.241,5
stage3_751,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",none,robust,60,5,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.7555,0.00839828851612043,0.0,5.615,5
stage3_282,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",none,robust,52,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.7553750000000001,0.001794087511800911,0.0,1.2469999999999999,5
stage3_786,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",none,standard,64,5,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",stage3_local_cv,0.7551250000000002,0.0022844583603121257,0.0,0.9630000000000001,5
stage3_198,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",lof_0.05,standard,44,5,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 5, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",stage3_local_cv,0.7551249999999999,0.008481597726843667,320.0,3.553,5
stage3_579,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",none,robust,32,3,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 32, ""scale__method"": ""robust""}",stage3_local_cv,0.755,0.007945124291035366,0.0,4.77,5
